Time (s);Acceleration x (m/s^2);Acceleration y (m/s^2);Acceleration z (m/s^2);Absolute acceleration (m/s^2)
2,953515533;0,876277804;10,37886429;-2,796427488;10,78465082
2,963884458;0,239420176;15,10861015;-0,159214407;15,1113458
2,973719416;-0,418985307;21,95842171;3,586514235;22,25333496
2,983701061;-1,936909199;32,04040527;5,950788498;32,64584309
2,994993785;-0,539892495;39,21821976;6,624756336;39,77747656
3,004829131;2,755726099;39,2218132;5,538985729;39,70673772
3,014616127;2,294842243;38,1623764;3,587711334;38,39928315
3,024043531;3,210624456;31,55318451;1,686715126;31,76092836
3,033782312;5,23611927;28,74478531;-1,726219416;29,26874546
3,043590035;3,682282209;29,59951591;-3,040636063;29,98226163
3,053512022;0,827196658;32,01885605;-2,432508945;32,12177605
3,063570541;0,530315697;31,90752602;-0,618901134;31,91793367
3,07350678;1,344344258;28,30425262;0,565031588;28,34179315
3,083907608;1,349132657;23,87976837;0,857124209;23,93320201
3,093709506;0,568622887;19,84434128;1,006761789;19,87799744
3,103547513;0,470460624;15,96094608;1,434126854;16,0321506
3,113556933;-0,114921682;12,82095051;2,239775658;13,01562806
3,123484768;-0,40821138;12,50371838;2,462436438;12,75041972
3,133516836;0,621295333;10,6158905;3,924096584;11,33497565
3,143518209;1,198297977;6,754043102;4,580107689;8,24805448
3,153450953;-0,025139118;2,776076794;4,358644009;5,167689226
3,163498028;-1,230619669;3,116053581;2,590526342;4,234978326
3,173511331;0,982819796;0,585382342;3,043030262;3,250944542
3,183560378;1,000776291;-6,596025467;1,273715258;6,792014112
3,193771152;0,507570744;-7,184999466;-0,104147777;7,203658247
3,203580211;0,767341673;-6,185420036;-0,736217022;6,276165212
3,213588959;-2,146401882;-7,24724865;-1,059434295;7,632303391
3,223509036;-1,136048675;-4,410119534;0,107739076;4,55536701
3,233708397;-1,464054346;-2,424129248;0,1316811;2,834995176
3,243647922;-1,238999367;-0,940921247;-0,269347697;1,578923813
3,253641877;-0,253785372;-0,226252064;-0,077811554;0,348785965
3,263540182;0,436941803;-0,099359371;0,195127442;0,488738317
3,273469699;0,561440289;-0,062249243;0,199915841;0,599213243
3,283425343;0,532709897;-0,113724582;0,08379706;0,55112164
3,293512801;0,430956304;-0,365115762;0,025139118;0,565389097
3,303591035;0,294486821;-0,745793819;0,260968;0,843229035
3,313558642;0,099359371;-1,174355984;0,305260718;1,217443373
3,323490857;-0,055066638;-1,423352957;0,192733243;1,437397675
3,333459542;-0,266953498;-1,346738458;0,159214407;1,382142493
3,343416723;-0,512359142;-0,968454599;0,310049117;1,138660027
3,353471798;-0,725443125;-0,280121595;0,937329948;1,217917594
3,363430221;-0,772130072;0,588973641;1,909375906;2,142146388
3,373417558;-0,827196658;1,464054346;2,364274263;2,9012932
3,383400367;-0,85353291;2,238578558;2,206256866;3,256888354
3,393404974;-0,276530296;3,193865061;0,958877802;3,346145494
3,403501601;0,274136096;6,045359135;0,790086567;6,102929989
3,413535123;0,061052144;9,248801231;2,680308819;9,629543444
3,423490686;-0,678756177;14,02403641;3,962403774;14,58886393
3,433453701;0,433350503;22,20981216;5,209783077;22,81677867
3,444354558;0,099359371;31,74232674;7,977479935;32,72957936
3,453864205;0,436941803;35,97527313;3,191470861;36,11920101
3,465021216;6,928819656;32,11941147;2,63841033;32,9640159
3,474288211;6,484695435;28,53888512;4,357447147;29,58896051
3,483945407;4,067748547;26,26439285;1,254561663;26,60712001
3,493674864;0,926556051;26,17700386;-1,666364431;26,24634846
3,503528499;-2,403778553;28,56043243;-0,85473001;28,67415239
3,51348792;-3,397372246;31,53522682;1,401805043;31,74866495
3,525133542;-1,207874775;31,1497612;2,087743998;31,24300337
3,534749062;1,241393566;29,1266613;1,787271619;29,20783793
3,54420828;3,312378168;28,65620041;2,695871115;28,97270081
3,554029217;2,438494444;25,29474068;4,225766182;25,7609639
3,563777602;2,621650934;21,13361931;4,526238441;21,77130573
3,573726222;2,633621931;17,78173637;3,621230125;18,33683235
3,583554568;2,421735048;15,00925064;3,579331636;15,61902751
3,593525148;2,382230759;12,59350109;3,065775394;13,17840172
3,603447573;2,500743628;10,42435455;2,41694665;10,98920005
3,61349803;1,866280198;8,622717857;2,093729496;9,067412433
3,623524144;1,429338455;7,273584843;2,018311977;7,68255349
3,634314753;0,860715508;4,429273129;1,30005157;4,695681603
3,64392498;0,555454791;2,938882589;0,912190855;3,126923896
3,653703557;0,240617275;1,490390539;0,616506934;1,630718073
3,663547194;0,035913024;-0,067037649;0,85592711;0,859299138
3,673558778;-0,337582439;-1,616086125;1,359906554;2,138934806
3,683570378;-0,944512546;-3,126827478;1,507149935;3,597312185
3,693569849;-1,610100627;-5,143942356;0,683544576;5,433212694
3,703482944;-1,948880196;-7,006631374;-0,217872351;7,275883836
3,713451341;-1,908178806;-7,149086475;-0,918176353;7,456113707
3,723564367;-0,873883605;-5,899312973;-0,254982471;5,969135798
3,733548797;-0,390254885;-4,431667328;0,022744916;4,448875309
3,745344736;-0,023942016;-3,009511471;-0,090979666;3,010981536
3,75441307;0,428562105;-1,810016513;-0,260968;1,878278348
3,763910466;0,672770679;-0,958877802;-0,197521642;1,187889652
3,773659789;0,63087213;-0,356736064;0,158017308;0,741774719
3,78359294;0,514753342;0,141257897;0,645237386;0,837410342
3,793592459;0,33518824;0,63087213;1,255758762;1,444742493
3,803583494;0,229843363;1,091755986;1,66995573;2,008360338
3,813490444;0,142454997;1,252167463;1,483207941;1,94630999
3,823527461;-0,075417355;1,306037068;1,066616893;1,687925412
3,833461881;-0,244208574;1,280897856;0,553060591;1,416408544
3,843426434;-0,48482585;1,18991828;0,124498487;1,290914982
3,853513971;-0,81642276;1,170764685;-0,172382519;1,437689745
3,863552167;-0,403422982;1,272518158;0,350750536;1,380245812
3,873591525;0,549469292;1,261744261;0,208295554;1,391870008
3,88350123;1,772906303;1,507149935;1,923741102;3,019184909
3,893545744;2,697068214;2,52947402;2,445677042;4,433255233
3,903573131;2,264914751;3,945644379;3,281253338;5,609329003
3,913632658;1,48560214;5,805939198;3,845088005;7,120438572
3,923737474;0,530315697;8,616731644;3,663128614;9,378049382
3,933637668;-1,059434295;12,36365795;3,416525841;12,87070658
3,943528312;-1,693897724;18,58738518;3,142389774;18,92709145
3,95354241;-1,884236693;28,80344391;5,249287128;29,33843459
3,963469069;5,064933777;39,2218132;8,617929459;40,47558391
3,97373344;-1,684320927;39,2218132;4,040215492;39,46531273
3,983655625;1,929726601;37,34835052;-0,222660765;37,398833
3,993528775;2,442085743;29,45347023;3,543418407;29,76619736
4,003529491;1,113303781;33,36320114;2,456450939;33,47202992
4,013593859;0,530315697;37,06703186;1,230619669;37,09124574
4,023795496;1,048660398;34,4585495;2,121262789;34,53970292
4,033687877;1,119289279;29,70366287;2,810792685;29,85734335
4,045002479;1,000776291;21,16833496;4,08570528;21,58223681
4,054225848;1,000776291;21,16833496;4,08570528;21,58223681
4,063908288;0,307654917;17,8631382;4,204218388;18,35379552
4,073962034;-1,233013868;11,75912189;4,303577423;12,58245006
4,083781094;-1,59812963;9,051279068;4,757278919;10,34946249
4,093662838;-1,576581836;6,238092422;4,521450043;7,864026821
4,103618371;-0,836773515;4,290409565;2,521094322;5,046159008
4,113585382;0,288501292;2,276885748;1,78128612;2,905240429
4,123843185;0,974440098;-0,572214186;1,44968915;1,83808629
4,13371206;0,992396593;-3,415328741;1,051054597;3,708643576
4,143655977;1,44968915;-5,324704647;-0,239420176;5,523712541
4,153581737;0,811634362;-8,164227486;-1,912967205;8,424535851
4,163571545;0,616506934;-8,680178642;-2,446874142;9,039511885
4,173915745;-0,809240162;-7,121552944;-1,715445518;7,369812705
4,183658809;-1,286883354;-3,409343243;-0,717063427;3,714009972
4,195023284;-0,981622696;-0,902614057;-0,202310041;1,348786345
4,204227995;-0,454898328;-0,026336219;0,086191259;0,463740248
4,213852226;0,032321721;0,04189853;0,353144765;0,357087392
4,223620956;0,258573771;-0,088585466;0,475249052;0,548242137
4,233592092;0,308852017;-0,234631762;0,470460624;0,609733409
4,243522946;0,274136096;-0,246602774;0,442927301;0,576322931
